Interval Data Recording,
,,,,,
Sequence #,Timestamp,A1 kWh,A2 kWh,A3 kWh,A System kWh
68240,2025/03/04 11:39:27 AM,259758.52,231986.36,262833.03,754577.87
68241,2025/03/04 11:54:27 AM,259758.53,231986.37,262833.16,754578.06
68242,2025/03/04 12:09:28 PM,259758.53,231986.39,262833.31,754578.25
68243,2025/03/04 12:24:28 PM,259758.55,231986.41,262833.44,754578.37
68244,2025/03/04 12:39:29 PM,259758.56,231986.42,262833.56,754578.56
68245,2025/03/04 12:54:29 PM,259758.58,231986.42,262833.69,754578.69
68246,2025/03/04 01:09:30 PM,259758.59,231986.44,262833.84,754578.87
68247,2025/03/04 01:24:30 PM,259758.61,231986.45,262833.97,754579.00
68248,2025/03/04 01:39:31 PM,259758.61,231986.47,262834.09,754579.12
68249,2025/03/04 01:54:31 PM,259758.62,231986.48,262834.22,754579.37
68250,2025/03/04 02:09:32 PM,259758.64,231986.50,262834.34,754579.50
68251,2025/03/04 02:24:32 PM,259758.64,231986.50,262834.50,754579.62
68252,2025/03/04 02:39:33 PM,259758.66,231986.52,262834.62,754579.81
68253,2025/03/04 02:54:33 PM,259758.67,231986.53,262834.75,754579.94
68254,2025/03/04 03:09:34 PM,259758.69,231986.55,262834.87,754580.12
68255,2025/03/04 03:24:34 PM,259758.69,231986.56,262835.00,754580.25
68256,2025/03/04 03:39:35 PM,259758.70,231986.58,262835.16,754580.44
68257,2025/03/04 03:54:35 PM,259758.72,231986.59,262835.28,754580.62
68258,2025/03/04 04:09:36 PM,259758.72,231986.61,262835.41,754580.75
68259,2025/03/04 04:24:36 PM,259758.73,231986.61,262835.56,754580.87
68260,2025/03/04 04:39:37 PM,259758.75,231986.62,262835.69,754581.06
68261,2025/03/04 04:54:37 PM,259758.77,231986.64,262835.81,754581.25
68262,2025/03/04 05:09:38 PM,259758.77,231986.66,262835.94,754581.37
68263,2025/03/04 05:24:38 PM,259758.78,231986.67,262836.09,754581.50
68264,2025/03/04 05:39:39 PM,259758.80,231986.69,262836.22,754581.75
68265,2025/03/04 05:54:39 PM,259758.81,231986.70,262836.34,754581.87
68266,2025/03/04 06:09:40 PM,259758.81,231986.72,262836.47,754582.00
68267,2025/03/04 06:24:40 PM,259758.83,231986.72,262836.62,754582.19
68268,2025/03/04 06:39:41 PM,259758.84,231986.73,262836.75,754582.31
68269,2025/03/04 06:54:41 PM,259758.86,231986.75,262836.91,754582.50
68270,2025/03/04 07:09:41 PM,259758.86,231986.77,262837.03,754582.62
68271,2025/03/04 07:24:42 PM,259758.87,231986.78,262837.16,754582.81
68272,2025/03/04 07:39:42 PM,259758.89,231986.80,262837.31,754583.00
68273,2025/03/04 07:54:43 PM,259758.91,231986.80,262837.44,754583.12
68274,2025/03/04 08:09:43 PM,259758.91,231986.81,262837.56,754583.25
68275,2025/03/04 08:24:44 PM,259758.92,231986.83,262837.72,754583.50
68276,2025/03/04 08:39:44 PM,259758.94,231986.84,262837.84,754583.62
68277,2025/03/04 08:54:45 PM,259758.95,231986.86,262837.97,754583.75
68278,2025/03/04 09:09:45 PM,259758.95,231986.87,262838.09,754583.87
68279,2025/03/04 09:24:46 PM,259758.97,231986.87,262838.25,754584.12
68280,2025/03/04 09:39:46 PM,259758.98,231986.89,262838.37,754584.25
68281,2025/03/04 09:54:47 PM,259759.00,231986.91,262838.50,754584.37
68282,2025/03/04 10:09:47 PM,259759.00,231986.91,262838.62,754584.50
68283,2025/03/04 10:24:48 PM,259759.02,231986.92,262838.78,754584.75
68284,2025/03/04 10:39:48 PM,259759.03,231986.94,262838.91,754584.87
68285,2025/03/04 10:54:49 PM,259759.03,231986.95,262839.03,754585.00
68286,2025/03/04 11:09:49 PM,259759.05,231986.97,262839.19,754585.19
68287,2025/03/04 11:24:50 PM,259759.05,231986.98,262839.31,754585.37
68288,2025/03/04 11:39:50 PM,259759.06,231987.00,262839.44,754585.50
68289,2025/03/04 11:54:51 PM,259759.06,231987.02,262839.59,754585.62
68290,2025/03/05 12:09:51 AM,259759.08,231987.02,262839.72,754585.81
68291,2025/03/05 12:24:52 AM,259759.09,231987.03,262839.84,754586.00
68292,2025/03/05 12:39:52 AM,259759.09,231987.05,262840.00,754586.12
68293,2025/03/05 12:54:53 AM,259759.11,231987.06,262840.12,754586.31
68294,2025/03/05 01:09:53 AM,259759.11,231987.08,262840.28,754586.50
68295,2025/03/05 01:24:54 AM,259759.16,231987.12,262840.44,754586.75
68296,2025/03/05 01:39:54 AM,259759.16,231987.14,262840.56,754586.87
68297,2025/03/05 01:54:55 AM,259759.17,231987.14,262840.72,754587.00
68298,2025/03/05 02:09:55 AM,259759.17,231987.16,262840.87,754587.19
68299,2025/03/05 02:24:56 AM,259759.28,231987.22,262841.09,754587.62
68300,2025/03/05 02:39:56 AM,259759.44,231987.23,262841.37,754588.06
68301,2025/03/05 02:54:57 AM,259761.92,231989.52,262844.00,754595.44
